row,channel,visits,cost,contacts,date_time,spot
2469,N,-1.05,770.0,118000.0,2019-03-20 14:21:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2470,J,-449.4,87.5,7333.333333333333,2019-03-20 15:03:00,4377_Pangalactic-Gargleblaster_25_FPV
2471,I,-138.6,1760.0,292666.6666666667,2019-03-20 17:10:00,4227_Busy-Bee_25_Abba
2472,A,1.05,2860.0,127000.0,2019-03-20 17:34:00,4378_Random-Request_25_FPV
2473,M,7399.35,37855.0,1644000.0,2019-03-20 18:43:00,3962_Pangalactic-Gargleblaster_90_FPV
2474,P,271.95,2750.0,165000.0,2019-03-20 21:59:00,3859_Winter-Time_25_Beta
2475,P,109.2,880.0,42666.666666666664,2019-03-21 00:43:00,3844_Winter-Time_90_Beta
2476,A,0.0,417.5,0.0,2019-03-21 05:42:00,4025_Tram_60_FPV
2477,C,29.4,6602.5,196333.33333333334,2019-03-20 19:27:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2478,A,427.35,4402.5,233333.33333333334,2019-03-20 20:38:00,4378_Random-Request_25_FPV
2479,G,-109.2,95.0,10000.0,2019-03-20 20:59:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2480,C,282.45,3302.5,266333.3333333333,2019-03-20 22:35:00,4377_Pangalactic-Gargleblaster_25_FPV
2481,C,489.3,8252.5,245666.66666666666,2019-03-20 23:02:00,4377_Pangalactic-Gargleblaster_25_FPV
2482,J,-151.20000000000002,550.0,7000.0,2019-03-20 23:07:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2483,A,-30.45,55.0,5333.333333333333,2019-03-20 23:13:00,4227_Busy-Bee_25_Abba
2484,O,-37.800000000000004,990.0,235333.33333333334,2019-03-20 23:59:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2485,D,535.5,5832.5,271666.6666666667,2019-03-21 01:16:00,3971_Random-Request_90_FPV
2486,J,21.0,550.0,65333.333333333336,2019-03-21 01:34:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2487,A,221.55,55.0,18333.333333333332,2019-03-21 02:30:00,4229_No-room_25_Abba
2488,J,28.35,1100.0,68000.0,2019-03-21 03:03:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2489,K,105.0,220.0,101000.0,2019-03-21 03:36:00,4378_Random-Request_25_FPV
2490,K,-110.25,220.0,102333.33333333333,2019-03-21 03:41:00,4377_Pangalactic-Gargleblaster_25_FPV
2491,O,-127.05,770.0,110333.33333333333,2019-03-21 04:27:00,3971_Random-Request_90_FPV
2492,C,248.85,440.0,69000.0,2019-03-21 04:32:00,3962_Pangalactic-Gargleblaster_90_FPV
2493,C,-140.70000000000002,330.0,44666.666666666664,2019-03-21 04:38:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2494,K,74.55,440.0,97000.0,2019-03-21 05:16:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2495,C,105.0,660.0,43333.333333333336,2019-03-21 05:21:00,3971_Random-Request_90_FPV
2496,C,81.89999999999999,220.0,67666.66666666667,2019-03-21 05:32:00,4377_Pangalactic-Gargleblaster_25_FPV
2497,C,-228.9,2200.0,73666.66666666667,2019-03-21 06:02:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2498,A,122.85,880.0,55666.666666666664,2019-03-21 06:16:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2499,A,70.35000000000001,660.0,27000.0,2019-03-21 06:30:00,4378_Random-Request_25_FPV
2500,K,312.90000000000003,1375.0,227333.33333333334,2019-03-21 06:49:00,4378_Random-Request_25_FPV
2501,A,87.15,1320.0,27333.333333333332,2019-03-21 07:10:00,3962_Pangalactic-Gargleblaster_90_FPV
2502,C,106.05,1540.0,126333.33333333333,2019-03-21 07:17:00,4377_Pangalactic-Gargleblaster_25_FPV
2503,K,121.8,1375.0,245000.0,2019-03-21 07:37:00,4377_Pangalactic-Gargleblaster_25_FPV
2504,D,13.65,550.0,7666.666666666667,2019-03-21 07:57:00,3962_Pangalactic-Gargleblaster_90_FPV
2505,C,33.6,1760.0,76333.33333333333,2019-03-21 08:04:00,4377_Pangalactic-Gargleblaster_25_FPV
2506,O,431.55,4182.5,403333.3333333333,2019-03-21 08:31:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2507,K,-4.2,1375.0,253333.33333333334,2019-03-21 08:41:00,4378_Random-Request_25_FPV
2508,E,17.849999999999998,715.0,34666.666666666664,2019-03-21 09:58:00,4378_Random-Request_25_FPV
2509,K,-231.0,990.0,131333.33333333334,2019-03-21 10:04:00,4378_Random-Request_25_FPV
2510,G,-287.7,187.5,6333.333333333333,2019-03-21 10:58:00,3971_Random-Request_90_FPV
2511,F,-10.5,527.5,57333.333333333336,2019-03-21 12:42:00,4378_Random-Request_25_FPV
2512,L,93.45,605.0,20000.0,2019-03-21 13:13:00,3971_Random-Request_90_FPV
2513,J,-166.95000000000002,605.0,41666.666666666664,2019-03-21 13:54:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2514,F,102.9,1650.0,153666.66666666666,2019-03-21 15:17:00,4378_Random-Request_25_FPV
2515,H,260.40000000000003,4842.5,194000.0,2019-03-21 15:38:00,3971_Random-Request_90_FPV
2516,N,240.45,1540.0,169000.0,2019-03-21 15:56:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2517,K,792.75,7702.5,162000.0,2019-03-21 18:04:00,3962_Pangalactic-Gargleblaster_90_FPV
2518,J,-109.2,3082.5,104000.0,2019-03-21 19:02:00,4377_Pangalactic-Gargleblaster_25_FPV
2519,I,33.6,330.0,12666.666666666666,2019-03-21 20:07:00,4229_No-room_25_Abba
2520,A,-220.5,275.0,10666.666666666666,2019-03-21 20:20:00,4203_Longterm-Camping_90_Abba
2521,H,1010.1,5282.5,475333.3333333333,2019-03-21 21:35:00,4377_Pangalactic-Gargleblaster_25_FPV
2522,N,110.25,7702.5,333666.6666666667,2019-03-21 21:58:00,4378_Random-Request_25_FPV
2523,N,88.2,2.5,126666.66666666667,2019-03-22 03:53:00,4378_Random-Request_25_FPV
2524,G,45.15,0.0,2666.6666666666665,2019-03-22 04:37:00,3971_Random-Request_90_FPV
2525,G,428.4,0.0,2666.6666666666665,2019-03-22 05:59:00,3962_Pangalactic-Gargleblaster_90_FPV
2526,E,-95.55,1057.5,18000.0,2019-03-22 07:23:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2527,D,-120.75,1210.0,22000.0,2019-03-22 07:28:00,4378_Random-Request_25_FPV
2528,M,249.9,17167.5,560666.6666666666,2019-03-22 07:52:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2529,F,646.8000000000001,6600.0,88000.0,2019-03-22 08:15:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2530,N,190.05,2200.0,92333.33333333333,2019-03-22 08:38:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2531,J,93.45,220.0,16666.666666666668,2019-03-22 09:03:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2532,C,-63.0,550.0,32333.333333333332,2019-03-22 09:25:00,3962_Pangalactic-Gargleblaster_90_FPV
2533,F,361.2,2090.0,40666.666666666664,2019-03-22 09:45:00,3962_Pangalactic-Gargleblaster_90_FPV
2534,F,-341.25,1045.0,40000.0,2019-03-22 10:08:00,4377_Pangalactic-Gargleblaster_25_FPV
2535,F,594.3000000000001,3300.0,347333.3333333333,2019-03-22 10:37:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2536,K,176.4,3082.5,275000.0,2019-03-22 13:21:00,4377_Pangalactic-Gargleblaster_25_FPV
2537,N,-90.3,3522.5,142000.0,2019-03-22 13:33:00,3971_Random-Request_90_FPV
2538,F,-280.34999999999997,3300.0,167666.66666666666,2019-03-22 14:32:00,4378_Random-Request_25_FPV
2539,N,390.6,2200.0,248000.0,2019-03-22 14:51:00,4377_Pangalactic-Gargleblaster_25_FPV
2540,A,247.8,55.0,9666.666666666666,2019-03-22 15:20:00,4229_No-room_25_Abba
2541,I,-74.55,1407.5,59000.0,2019-03-22 15:56:00,4215_Utility-Function_60_Abba
2542,K,-295.05,175.0,7333.333333333333,2019-03-22 16:15:00,4203_Longterm-Camping_90_Abba
2543,H,1012.2,6602.5,306333.3333333333,2019-03-22 16:28:00,3971_Random-Request_90_FPV
2544,C,-380.1,1430.0,34333.333333333336,2019-03-22 16:54:00,4378_Random-Request_25_FPV
2545,O,-438.9,2420.0,166000.0,2019-03-22 16:59:00,4378_Random-Request_25_FPV
2546,H,762.3,6602.5,310000.0,2019-03-22 17:05:00,3962_Pangalactic-Gargleblaster_90_FPV
2547,I,-425.25,2200.0,131000.0,2019-03-22 17:12:00,4203_Longterm-Camping_90_Abba
2548,I,2.1,265.0,6333.333333333333,2019-03-22 17:17:00,4203_Longterm-Camping_90_Abba
2549,P,378.0,2200.0,68333.33333333333,2019-03-23 10:18:00,3844_Winter-Time_90_Beta
2550,M,2691.15,0.0,779000.0,2019-03-23 10:48:00,4025_Tram_60_FPV
2551,P,252.0,3962.5,153000.0,2019-03-23 14:32:00,3844_Winter-Time_90_Beta
2552,P,35.699999999999996,2750.0,162333.33333333334,2019-03-23 18:33:00,3859_Winter-Time_25_Beta
2553,I,-226.8,1210.0,106666.66666666667,2019-03-22 19:16:00,4203_Longterm-Camping_90_Abba
2554,F,132.29999999999998,3300.0,167333.33333333334,2019-03-22 19:23:00,4378_Random-Request_25_FPV
2555,J,19.95,550.0,11333.333333333334,2019-03-22 20:00:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2556,N,-227.85,3302.5,234666.66666666666,2019-03-22 20:23:00,4378_Random-Request_25_FPV
2557,L,379.05,1277.5,59000.0,2019-03-22 20:51:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2558,M,2051.7000000000003,103442.5,416000.0,2019-03-22 21:26:00,3962_Pangalactic-Gargleblaster_90_FPV
2559,A,-42.0,7152.5,123666.66666666667,2019-03-22 21:33:00,4377_Pangalactic-Gargleblaster_25_FPV
2560,D,405.3,2530.0,95000.0,2019-03-22 22:04:00,4377_Pangalactic-Gargleblaster_25_FPV
2561,M,2200.7999999999997,103442.5,739666.6666666666,2019-03-22 22:24:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2562,J,54.6,550.0,12666.666666666666,2019-03-22 23:00:00,3962_Pangalactic-Gargleblaster_90_FPV
2563,H,256.2,5282.5,266000.0,2019-03-23 00:02:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2564,M,147.0,2.5,0.0,2019-03-23 00:26:00,3962_Pangalactic-Gargleblaster_90_FPV
2565,E,-53.55,825.0,60333.333333333336,2019-03-23 00:43:00,4377_Pangalactic-Gargleblaster_25_FPV
2566,J,15.75,550.0,50333.333333333336,2019-03-23 03:14:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2567,E,-5.25,0.0,19666.666666666668,2019-03-23 03:21:00,3962_Pangalactic-Gargleblaster_90_FPV
2568,C,350.7,165.0,28000.0,2019-03-23 04:16:00,3971_Random-Request_90_FPV
2569,K,97.65,220.0,89666.66666666667,2019-03-23 05:04:00,4377_Pangalactic-Gargleblaster_25_FPV
2570,A,-37.800000000000004,210.0,0.0,2019-03-23 05:10:00,3971_Random-Request_90_FPV
2571,C,136.5,660.0,105666.66666666667,2019-03-23 05:20:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2572,G,-5.25,0.0,1000.0,2019-03-23 05:59:00,3962_Pangalactic-Gargleblaster_90_FPV
2573,E,109.2,527.5,10666.666666666666,2019-03-23 06:16:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2574,E,-77.7,1540.0,13333.333333333334,2019-03-23 06:31:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2575,L,113.4,197.5,7000.0,2019-03-23 06:49:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2576,C,82.95,1100.0,44000.0,2019-03-23 06:58:00,3962_Pangalactic-Gargleblaster_90_FPV
2577,E,-11.55,1540.0,15666.666666666666,2019-03-23 07:18:00,3971_Random-Request_90_FPV
2578,G,34.65,95.0,6666.666666666667,2019-03-23 08:39:00,4377_Pangalactic-Gargleblaster_25_FPV
2579,C,326.55,4182.5,238000.0,2019-03-23 09:43:00,3971_Random-Request_90_FPV
2580,C,145.95000000000002,1430.0,34000.0,2019-03-23 10:07:00,4378_Random-Request_25_FPV
2581,A,697.2,6602.5,147000.0,2019-03-23 10:39:00,3962_Pangalactic-Gargleblaster_90_FPV
2582,K,351.75,1100.0,217000.0,2019-03-23 10:56:00,3962_Pangalactic-Gargleblaster_90_FPV
2583,E,-156.45000000000002,3962.5,57666.666666666664,2019-03-23 11:27:00,3962_Pangalactic-Gargleblaster_90_FPV
2584,I,38.85,2200.0,108000.0,2019-03-23 11:35:00,4203_Longterm-Camping_90_Abba
2585,F,580.65,1045.0,86333.33333333333,2019-03-23 11:52:00,4378_Random-Request_25_FPV
2586,J,-38.85,1760.0,93666.66666666667,2019-03-23 11:58:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2587,I,109.2,1100.0,111000.0,2019-03-23 12:17:00,4229_No-room_25_Abba
2588,K,175.35,87.5,1666.6666666666667,2019-03-23 12:22:00,4229_No-room_25_Abba
2589,J,49.35,275.0,16333.333333333334,2019-03-23 12:28:00,4377_Pangalactic-Gargleblaster_25_FPV
2590,I,-268.8,132.5,4000.0,2019-03-23 13:02:00,4203_Longterm-Camping_90_Abba
2591,F,307.65000000000003,3300.0,166000.0,2019-03-23 13:40:00,4378_Random-Request_25_FPV
2592,I,549.15,1100.0,104666.66666666667,2019-03-23 13:46:00,4227_Busy-Bee_25_Abba
2593,J,153.29999999999998,1760.0,89666.66666666667,2019-03-23 13:57:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2594,I,-141.75,352.5,66000.0,2019-03-23 14:59:00,4229_No-room_25_Abba
2595,F,-60.9,770.0,55666.666666666664,2019-03-23 15:08:00,4378_Random-Request_25_FPV
2596,K,-71.39999999999999,87.5,1000.0,2019-03-23 15:30:00,4229_No-room_25_Abba
2597,J,184.8,275.0,7000.0,2019-03-23 15:59:00,4377_Pangalactic-Gargleblaster_25_FPV
2598,I,-148.04999999999998,352.5,93333.33333333333,2019-03-23 17:05:00,4227_Busy-Bee_25_Abba
2599,A,-53.55,27.5,8333.333333333334,2019-03-23 17:10:00,4215_Utility-Function_60_Abba
2600,I,823.2,1210.0,70333.33333333333,2019-03-23 21:30:00,4200_Square-One_90_Abba
2601,C,444.15,3962.5,66666.66666666667,2019-03-23 20:12:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2602,C,236.25,3302.5,97666.66666666667,2019-03-23 20:34:00,4378_Random-Request_25_FPV
2603,E,402.15,1650.0,72666.66666666667,2019-03-23 20:43:00,4377_Pangalactic-Gargleblaster_25_FPV
2604,N,326.55,7702.5,181000.0,2019-03-23 21:02:00,4378_Random-Request_25_FPV
2605,O,-368.55,5282.5,185666.66666666666,2019-03-23 21:38:00,4378_Random-Request_25_FPV
2606,E,394.8,3302.5,57000.0,2019-03-23 21:50:00,3962_Pangalactic-Gargleblaster_90_FPV
2607,A,1164.45,8802.5,212333.33333333334,2019-03-23 22:37:00,3962_Pangalactic-Gargleblaster_90_FPV
2608,I,578.5500000000001,87.5,1666.6666666666667,2019-03-23 22:42:00,4227_Busy-Bee_25_Abba
2609,F,258.3,1760.0,69000.0,2019-03-23 23:10:00,3971_Random-Request_90_FPV
2610,M,592.1999999999999,52822.5,874000.0,2019-03-23 23:17:00,4377_Pangalactic-Gargleblaster_25_FPV
2611,K,168.0,1650.0,191666.66666666666,2019-03-24 00:51:00,4377_Pangalactic-Gargleblaster_25_FPV
2612,M,-10.5,2.5,0.0,2019-03-24 02:17:00,4377_Pangalactic-Gargleblaster_25_FPV
2613,J,-39.9,22.5,16333.333333333334,2019-03-24 03:06:00,4377_Pangalactic-Gargleblaster_25_FPV
2614,J,130.20000000000002,22.5,0.0,2019-03-24 04:03:00,4378_Random-Request_25_FPV
2615,A,-24.15,105.0,0.0,2019-03-24 04:08:00,4378_Random-Request_25_FPV
2616,K,532.35,440.0,173000.0,2019-03-24 04:21:00,3962_Pangalactic-Gargleblaster_90_FPV
2617,A,114.45,210.0,0.0,2019-03-24 05:33:00,3962_Pangalactic-Gargleblaster_90_FPV
2618,K,221.55,440.0,167000.0,2019-03-24 05:53:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2619,D,-55.65,2057.5,69666.66666666667,2019-03-24 20:31:00,4378_Random-Request_25_FPV
2620,D,249.9,4072.5,60666.666666666664,2019-03-24 21:39:00,3971_Random-Request_90_FPV
2621,D,270.90000000000003,2497.5,69666.66666666667,2019-03-24 23:33:00,4378_Random-Request_25_FPV
2622,D,88.2,4957.5,78666.66666666667,2019-03-25 01:42:00,3971_Random-Request_90_FPV
2623,D,-64.05,2042.5,97666.66666666667,2019-03-25 21:07:00,4377_Pangalactic-Gargleblaster_25_FPV
2624,D,253.05,2477.5,65000.0,2019-03-26 00:28:00,4377_Pangalactic-Gargleblaster_25_FPV
2625,D,840.0,4957.5,66666.66666666667,2019-03-26 01:07:00,3962_Pangalactic-Gargleblaster_90_FPV
2626,A,-11.55,217.5,0.0,2019-03-26 04:51:00,3962_Pangalactic-Gargleblaster_90_FPV
2627,G,130.20000000000002,0.0,2666.6666666666665,2019-03-26 05:38:00,3971_Random-Request_90_FPV
2628,Q,-70.35000000000001,567.5,0.0,2019-03-26 05:57:00,3962_Pangalactic-Gargleblaster_90_FPV
2629,C,112.35,2062.5,82666.66666666667,2019-03-26 06:06:00,4378_Random-Request_25_FPV
2630,C,232.05,77.5,6333.333333333333,2019-03-26 06:43:00,4378_Random-Request_25_FPV
2631,A,-64.05,655.0,33333.333333333336,2019-03-26 07:08:00,4378_Random-Request_25_FPV
2632,M,515.5500000000001,0.0,852000.0,2019-03-26 07:40:00,3971_Random-Request_90_FPV
2633,K,287.7,1365.0,283000.0,2019-03-26 07:58:00,4377_Pangalactic-Gargleblaster_25_FPV
2634,A,294.0,545.0,39000.0,2019-03-26 08:19:00,4377_Pangalactic-Gargleblaster_25_FPV
2635,K,-491.4,175.0,1000.0,2019-03-26 09:02:00,4215_Utility-Function_60_Abba
2636,A,322.34999999999997,1747.5,71666.66666666667,2019-03-26 09:51:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2637,I,50.4,480.0,4666.666666666667,2019-03-26 09:57:00,4215_Utility-Function_60_Abba
2638,D,405.3,262.5,37666.666666666664,2019-03-26 11:34:00,4378_Random-Request_25_FPV
2639,I,-178.5,262.5,30000.0,2019-03-26 11:54:00,4227_Busy-Bee_25_Abba
2640,Q,79.8,1245.0,0.0,2019-03-26 12:39:00,4025_Tram_60_FPV
2641,J,229.95,272.5,6333.333333333333,2019-03-26 13:54:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2642,A,457.8,10.0,0.0,2019-03-26 13:59:00,4227_Busy-Bee_25_Abba
2643,K,683.55,1420.0,184333.33333333334,2019-03-26 14:08:00,4227_Busy-Bee_25_Abba
2644,O,-348.6,6222.5,363666.6666666667,2019-03-26 14:56:00,4377_Pangalactic-Gargleblaster_25_FPV
2645,L,415.8,302.5,7666.666666666667,2019-03-26 16:19:00,4377_Pangalactic-Gargleblaster_25_FPV
2646,C,-321.3,492.5,11000.0,2019-03-26 16:58:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2647,C,-215.25,1420.0,44333.333333333336,2019-03-26 17:56:00,4377_Pangalactic-Gargleblaster_25_FPV
2648,N,-9.450000000000001,1747.5,109000.0,2019-03-26 18:06:00,4377_Pangalactic-Gargleblaster_25_FPV
2649,K,416.85,2402.5,323333.3333333333,2019-03-26 18:43:00,4228_No-room_25_Abba
2650,I,585.9,785.0,65333.333333333336,2019-03-26 18:48:00,4200_Square-One_90_Abba
2651,C,-237.3,8842.5,140333.33333333334,2019-03-26 19:07:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2652,K,518.6999999999999,5457.5,370000.0,2019-03-26 19:25:00,4229_No-room_25_Abba
2653,A,708.75,8732.5,251000.0,2019-03-26 20:21:00,3971_Random-Request_90_FPV
2654,C,-278.25,192.5,9666.666666666666,2019-03-26 20:28:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2655,K,1113.0,5457.5,289333.3333333333,2019-03-26 20:42:00,4227_Busy-Bee_25_Abba
2656,K,6951.0,138730.0,1219333.3333333333,2019-03-26 20:49:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2657,N,128.1,7642.5,247000.0,2019-03-26 20:56:00,4377_Pangalactic-Gargleblaster_25_FPV
2658,N,163.79999999999998,7642.5,270000.0,2019-03-26 21:46:00,4378_Random-Request_25_FPV
2659,K,1878.45,5457.5,772000.0,2019-03-26 21:51:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2660,J,-681.45,545.0,22000.0,2019-03-26 22:04:00,4378_Random-Request_25_FPV
2661,N,967.05,7642.5,248666.66666666666,2019-03-26 22:25:00,4377_Pangalactic-Gargleblaster_25_FPV
2662,N,318.15000000000003,2.5,115666.66666666667,2019-03-27 00:39:00,4378_Random-Request_25_FPV
2663,N,65.10000000000001,2.5,112000.0,2019-03-27 00:59:00,4377_Pangalactic-Gargleblaster_25_FPV
2664,C,-107.1,4367.5,103666.66666666667,2019-03-27 02:01:00,3971_Random-Request_90_FPV
2665,C,43.05,545.0,40000.0,2019-03-27 03:55:00,3971_Random-Request_90_FPV
2666,C,-96.6,392.5,79000.0,2019-03-27 04:07:00,4378_Random-Request_25_FPV
2667,A,39.9,207.5,0.0,2019-03-27 05:24:00,3962_Pangalactic-Gargleblaster_90_FPV
2668,C,113.4,42.5,5333.333333333333,2019-03-27 05:48:00,3962_Pangalactic-Gargleblaster_90_FPV
2669,Q,43.05,1135.0,0.0,2019-03-27 05:57:00,4025_Tram_60_FPV
2670,A,77.7,1310.0,22333.333333333332,2019-03-27 06:16:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2671,Q,-43.05,567.5,0.0,2019-03-27 06:26:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2672,C,-24.15,3057.5,155666.66666666666,2019-03-27 06:59:00,3971_Random-Request_90_FPV
2673,D,-109.2,262.5,2000.0,2019-03-27 07:09:00,4377_Pangalactic-Gargleblaster_25_FPV
2674,P,-44.1,1092.5,17666.666666666668,2019-03-27 07:34:00,3844_Winter-Time_90_Beta
2675,K,276.15000000000003,2730.0,377333.3333333333,2019-03-27 08:24:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2676,C,102.9,1527.5,240666.66666666666,2019-03-27 08:36:00,4377_Pangalactic-Gargleblaster_25_FPV
2677,I,122.85,545.0,120333.33333333333,2019-03-27 09:28:00,4228_No-room_25_Abba
2678,E,-80.85000000000001,1420.0,24000.0,2019-03-27 09:33:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2679,C,308.7,3145.0,121000.0,2019-03-27 12:01:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2680,D,152.25,765.0,35000.0,2019-03-27 12:28:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2681,K,649.9499999999999,2837.5,110333.33333333333,2019-03-27 12:44:00,4200_Square-One_90_Abba
2682,F,93.45,1045.0,40666.666666666664,2019-03-27 13:31:00,3962_Pangalactic-Gargleblaster_90_FPV
2683,J,270.90000000000003,350.0,7333.333333333333,2019-03-27 13:46:00,4025_Tram_60_FPV
2684,J,61.95,175.0,20666.666666666668,2019-03-27 16:03:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2685,K,-151.20000000000002,2402.5,259666.66666666666,2019-03-27 16:31:00,4227_Busy-Bee_25_Abba
2686,E,-729.75,1310.0,27333.333333333332,2019-03-27 17:05:00,3971_Random-Request_90_FPV
2687,K,-191.1,982.5,471666.6666666667,2019-03-27 17:33:00,4377_Pangalactic-Gargleblaster_25_FPV
2688,N,1226.3999999999999,3492.5,164333.33333333334,2019-03-27 18:33:00,3962_Pangalactic-Gargleblaster_90_FPV
2689,M,3229.8,0.0,1807000.0,2019-03-27 18:49:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2690,O,645.75,4802.5,544666.6666666666,2019-03-27 18:58:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2691,E,-476.7,3057.5,155000.0,2019-03-27 19:31:00,4378_Random-Request_25_FPV
2692,O,1629.6,4802.5,453333.3333333333,2019-03-27 19:40:00,4377_Pangalactic-Gargleblaster_25_FPV
2693,M,13266.75,218340.0,2564333.3333333335,2019-03-27 20:40:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2694,C,1992.9,8842.5,176333.33333333334,2019-03-27 20:48:00,4377_Pangalactic-Gargleblaster_25_FPV
2695,Q,805.35,872.5,0.0,2019-03-27 20:53:00,4025_Tram_60_FPV
2696,G,-311.84999999999997,95.0,5666.666666666667,2019-03-27 20:59:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2697,I,-238.35,87.5,6666.666666666667,2019-03-27 21:34:00,4228_No-room_25_Abba
2698,A,327.59999999999997,22.5,22000.0,2019-03-27 22:12:00,4200_Square-One_90_Abba
2699,F,1060.5,8157.5,232666.66666666666,2019-03-27 22:17:00,4377_Pangalactic-Gargleblaster_25_FPV
2700,I,-344.4,655.0,16333.333333333334,2019-03-27 23:06:00,4200_Square-One_90_Abba
2701,M,4608.45,2.5,0.0,2019-03-27 23:13:00,3962_Pangalactic-Gargleblaster_90_FPV
2702,C,654.15,6550.0,226333.33333333334,2019-03-27 23:52:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2703,J,-362.25,175.0,8000.0,2019-03-28 00:05:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2704,I,66.14999999999999,87.5,2666.6666666666665,2019-03-28 01:05:00,4229_No-room_25_Abba
2705,C,59.85,272.5,104333.33333333333,2019-03-28 03:14:00,4378_Random-Request_25_FPV
2706,C,35.699999999999996,247.5,55000.0,2019-03-28 04:13:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2707,C,-8.4,545.0,73000.0,2019-03-28 04:47:00,3971_Random-Request_90_FPV
2708,E,-3.15,42.5,24000.0,2019-03-28 05:13:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2709,G,-55.65,0.0,666.6666666666666,2019-03-28 05:59:00,3962_Pangalactic-Gargleblaster_90_FPV
2710,E,77.7,305.0,25000.0,2019-03-28 06:29:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2711,A,-49.35,1092.5,65000.0,2019-03-28 06:56:00,3962_Pangalactic-Gargleblaster_90_FPV
2712,E,177.45,197.5,7666.666666666667,2019-03-28 07:02:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2713,C,-128.1,4127.5,70000.0,2019-03-28 07:07:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2714,D,189.0,1527.5,22666.666666666668,2019-03-28 07:32:00,3971_Random-Request_90_FPV
2715,L,48.3,110.0,8000.0,2019-03-28 07:52:00,4379_Toxic-Vanilla-Milkshake_25_FPV
2716,C,98.7,327.5,0.0,2019-03-28 08:01:00,3962_Pangalactic-Gargleblaster_90_FPV
2717,K,305.55,1365.0,393333.3333333333,2019-03-28 08:35:00,4377_Pangalactic-Gargleblaster_25_FPV
2718,O,617.4,3930.0,485000.0,2019-03-28 09:43:00,4377_Pangalactic-Gargleblaster_25_FPV
2719,I,-86.1,1092.5,158666.66666666666,2019-03-28 10:29:00,4227_Busy-Bee_25_Abba
2720,C,53.55,1527.5,47333.333333333336,2019-03-28 10:44:00,3973_Toxic-Vanilla-Milkshake_90_FPV
2721,F,233.1,2285.0,156333.33333333334,2019-03-28 13:31:00,4377_Pangalactic-Gargleblaster_25_FPV
2722,E,0.0,1092.5,51333.333333333336,2019-03-28 13:58:00,3971_Random-Request_90_FPV
2723,F,-301.34999999999997,2285.0,196000.0,2019-03-28 14:38:00,4378_Random-Request_25_FPV
